Datetime,Date,Time,BL_P,LL_P,Air_P
7/21/23 12:00,7/21/2023,12:00:00,0.0215,-0.0224,0.0901
7/21/23 12:30,7/21/2023,12:30:00,0.0209,-0.0081,0.1449
7/21/23 13:00,7/21/2023,13:00:00,0.0193,0,0.2253
7/21/23 13:30,7/21/2023,13:30:00,-0.0006,-0.0044,0.1921
7/21/23 14:00,7/21/2023,14:00:00,4.3848,0.0003,0.2055
7/21/23 14:30,7/21/2023,14:30:00,4.3865,0.0029,0.21
7/21/23 15:00,7/21/2023,15:00:00,4.393,0.0069,0.226
7/21/23 15:30,7/21/2023,15:30:00,4.3964,0.0012,0.2382
7/21/23 16:00,7/21/2023,16:00:00,4.3987,-0.0045,0.0267
7/21/23 16:30,7/21/2023,16:30:00,4.3951,-0.001,-0.0397
7/21/23 17:00,7/21/2023,17:00:00,4.3966,0.0063,-0.0403
7/21/23 17:30,7/21/2023,17:30:00,4.3905,3.1037,-0.0382
7/21/23 18:00,7/21/2023,18:00:00,4.3863,3.1047,-0.041
7/21/23 18:30,7/21/2023,18:30:00,4.3787,3.1086,-0.0438
7/21/23 19:00,7/21/2023,19:00:00,4.382,3.1075,-0.0368
7/21/23 19:30,7/21/2023,19:30:00,4.3805,3.1092,-0.0381
7/21/23 20:00,7/21/2023,20:00:00,4.391,3.1062,-0.0246
7/21/23 20:30,7/21/2023,20:30:00,4.391,3.1096,-0.0276
7/21/23 21:00,7/21/2023,21:00:00,4.3921,3.1072,-0.0221
7/21/23 21:30,7/21/2023,21:30:00,4.3914,3.1113,-0.0203
7/21/23 22:00,7/21/2023,22:00:00,4.3914,3.1073,-0.019
7/21/23 22:30,7/21/2023,22:30:00,4.3918,3.1088,-0.0122
7/21/23 23:00,7/21/2023,23:00:00,4.3945,3.1094,-0.0051
7/21/23 23:30,7/21/2023,23:30:00,4.3881,3.1096,-0.0083
7/22/23 0:00,7/22/2023,0:00:00,4.3887,3.1081,-0.0012
7/22/23 0:30,7/22/2023,0:30:00,4.3871,3.1097,-0.0026
7/22/23 1:00,7/22/2023,1:00:00,4.3875,3.1095,0.0017
7/22/23 1:30,7/22/2023,1:30:00,4.3871,3.1058,-0.0001
7/22/23 2:00,7/22/2023,2:00:00,4.3865,3.1045,0.0043
7/22/23 2:30,7/22/2023,2:30:00,4.3793,3.1057,0.0005
7/22/23 3:00,7/22/2023,3:00:00,4.3849,3.1072,0.0061
7/22/23 3:30,7/22/2023,3:30:00,4.3801,3.1086,0.0036
7/22/23 4:00,7/22/2023,4:00:00,4.3803,3.1096,0.0026
7/22/23 4:30,7/22/2023,4:30:00,4.3774,3.1083,0.0029
7/22/23 5:00,7/22/2023,5:00:00,4.376,3.1072,0.0058
7/22/23 5:30,7/22/2023,5:30:00,4.3749,3.1053,0.0052
7/22/23 6:00,7/22/2023,6:00:00,4.3737,3.1028,-0.0002
7/22/23 6:30,7/22/2023,6:30:00,4.3769,3.1064,-0.0038
7/22/23 7:00,7/22/2023,7:00:00,4.3782,3.1041,-0.0029
7/22/23 7:30,7/22/2023,7:30:00,4.3754,3.107,-0.0042
7/22/23 8:00,7/22/2023,8:00:00,4.3747,3.1019,-0.0033
7/22/23 8:30,7/22/2023,8:30:00,4.3703,3.1041,-0.0097
7/22/23 9:00,7/22/2023,9:00:00,4.3719,3.1038,-0.0113
7/22/23 9:30,7/22/2023,9:30:00,4.3704,3.0992,-0.0147
7/22/23 10:00,7/22/2023,10:00:00,4.3692,3.0999,-0.0189
7/22/23 10:30,7/22/2023,10:30:00,4.3722,3.0997,-0.0232
7/22/23 11:00,7/22/2023,11:00:00,4.3681,3.1018,-0.0325
7/22/23 11:30,7/22/2023,11:30:00,4.3715,3.0994,-0.0324
7/22/23 12:00,7/22/2023,12:00:00,4.375,3.1001,-0.0293
7/22/23 12:30,7/22/2023,12:30:00,4.3757,3.0973,-0.0342
7/22/23 13:00,7/22/2023,13:00:00,4.3738,3.0996,-0.0386
7/22/23 13:30,7/22/2023,13:30:00,4.3723,3.1011,-0.0411
7/22/23 14:00,7/22/2023,14:00:00,4.3759,3.0995,-0.0417
7/22/23 14:30,7/22/2023,14:30:00,4.3763,3.1028,-0.0428
7/22/23 15:00,7/22/2023,15:00:00,4.3773,3.1021,-0.0483
7/22/23 15:30,7/22/2023,15:30:00,4.3789,3.1085,-0.0551
7/22/23 16:00,7/22/2023,16:00:00,4.3784,3.1062,-0.0544
7/22/23 16:30,7/22/2023,16:30:00,4.379,3.1057,-0.0561
7/22/23 17:00,7/22/2023,17:00:00,4.3812,3.1095,-0.0609
7/22/23 17:30,7/22/2023,17:30:00,4.3837,3.1064,-0.0611
7/22/23 18:00,7/22/2023,18:00:00,4.3853,3.1103,-0.0638
7/22/23 18:30,7/22/2023,18:30:00,4.38,3.1122,-0.0722
7/22/23 19:00,7/22/2023,19:00:00,4.3825,3.1128,-0.0742
7/22/23 19:30,7/22/2023,19:30:00,4.3789,3.1111,-0.0752
7/22/23 20:00,7/22/2023,20:00:00,4.382,3.1113,-0.0772
7/22/23 20:30,7/22/2023,20:30:00,4.3836,3.1089,-0.0796
7/22/23 21:00,7/22/2023,21:00:00,4.3816,3.1117,-0.0796
7/22/23 21:30,7/22/2023,21:30:00,4.3813,3.1129,-0.0818
7/22/23 22:00,7/22/2023,22:00:00,4.3765,3.1116,-0.0844
7/22/23 22:30,7/22/2023,22:30:00,4.3781,3.1104,-0.0847
7/22/23 23:00,7/22/2023,23:00:00,4.3788,3.109,-0.0834
7/22/23 23:30,7/22/2023,23:30:00,4.3805,3.1105,-0.0832
7/23/23 0:00,7/23/2023,0:00:00,4.3833,3.1066,-0.0786
7/23/23 0:30,7/23/2023,0:30:00,4.3751,3.1105,-0.0847
7/23/23 1:00,7/23/2023,1:00:00,4.3739,3.1077,-0.0795
7/23/23 1:30,7/23/2023,1:30:00,4.3768,3.1093,-0.075
7/23/23 2:00,7/23/2023,2:00:00,4.3754,3.1084,-0.0764
7/23/23 2:30,7/23/2023,2:30:00,4.3735,3.1084,-0.0767
7/23/23 3:00,7/23/2023,3:00:00,4.3716,3.1079,-0.0781
7/23/23 3:30,7/23/2023,3:30:00,4.3686,3.1078,-0.0773
7/23/23 4:00,7/23/2023,4:00:00,4.3678,3.1056,-0.0712
7/23/23 4:30,7/23/2023,4:30:00,4.3657,3.109,-0.0685
7/23/23 5:00,7/23/2023,5:00:00,4.3672,3.1063,-0.0638
7/23/23 5:30,7/23/2023,5:30:00,4.3612,3.107,-0.0584
7/23/23 6:00,7/23/2023,6:00:00,4.3639,3.1057,-0.051
7/23/23 6:30,7/23/2023,6:30:00,4.3675,3.1041,-0.0426
7/23/23 7:00,7/23/2023,7:00:00,4.3665,3.1081,-0.0419
7/23/23 7:30,7/23/2023,7:30:00,4.3633,3.1054,-0.041
7/23/23 8:00,7/23/2023,8:00:00,4.3633,3.1059,-0.0387
7/23/23 8:30,7/23/2023,8:30:00,4.3604,3.099,-0.029
7/23/23 9:00,7/23/2023,9:00:00,4.3652,3.103,-0.0217
7/23/23 9:30,7/23/2023,9:30:00,4.362,3.101,-0.0148
7/23/23 10:00,7/23/2023,10:00:00,4.3636,3.0982,-0.0096
7/23/23 10:30,7/23/2023,10:30:00,4.3638,3.0974,-0.0036
7/23/23 11:00,7/23/2023,11:00:00,4.3526,3.0972,-0.0151
7/23/23 11:30,7/23/2023,11:30:00,4.3557,3.0968,-0.0066
7/23/23 12:00,7/23/2023,12:00:00,4.3601,3.0977,-0.0049
7/23/23 12:30,7/23/2023,12:30:00,4.3615,3.1,-0.003
7/23/23 13:00,7/23/2023,13:00:00,4.3583,3.0972,0.0045
7/23/23 13:30,7/23/2023,13:30:00,4.3639,3.0986,0.0094
7/23/23 14:00,7/23/2023,14:00:00,4.3654,3.0984,0.0099
7/23/23 14:30,7/23/2023,14:30:00,4.3661,3.1002,0.0107
7/23/23 15:00,7/23/2023,15:00:00,4.3621,3.1019,0.0084
7/23/23 15:30,7/23/2023,15:30:00,4.3668,3.1058,0.0127
7/23/23 16:00,7/23/2023,16:00:00,4.3689,3.1045,0.0161
7/23/23 16:30,7/23/2023,16:30:00,4.365,3.1074,0.0097
7/23/23 17:00,7/23/2023,17:00:00,4.369,3.1044,0.0103
7/23/23 17:30,7/23/2023,17:30:00,4.3697,3.108,0.0089
7/23/23 18:00,7/23/2023,18:00:00,4.3664,3.1066,0.0064
7/23/23 18:30,7/23/2023,18:30:00,4.3606,3.1102,-0.001
7/23/23 19:00,7/23/2023,19:00:00,4.3629,3.1085,0.0011
7/23/23 19:30,7/23/2023,19:30:00,4.368,3.1099,0.0036
7/23/23 20:00,7/23/2023,20:00:00,4.3712,3.1037,0.0123
7/23/23 20:30,7/23/2023,20:30:00,4.3752,3.107,0.0171
7/23/23 21:00,7/23/2023,21:00:00,4.3748,3.1061,0.0158
7/23/23 21:30,7/23/2023,21:30:00,4.373,3.1108,0.0172
7/23/23 22:00,7/23/2023,22:00:00,4.3752,3.1092,0.0197
7/23/23 22:30,7/23/2023,22:30:00,4.3733,3.1095,0.0226
7/23/23 23:00,7/23/2023,23:00:00,4.3746,3.1055,0.0305
7/23/23 23:30,7/23/2023,23:30:00,4.373,3.108,0.029
7/24/23 0:00,7/24/2023,0:00:00,4.3655,3.107,0.029
7/24/23 0:30,7/24/2023,0:30:00,4.3697,3.1065,0.038
7/24/23 1:00,7/24/2023,1:00:00,4.3673,3.1062,0.037
7/24/23 1:30,7/24/2023,1:30:00,4.3684,3.1062,0.0457
7/24/23 2:00,7/24/2023,2:00:00,4.3634,3.1064,0.0397
7/24/23 2:30,7/24/2023,2:30:00,4.3628,3.1082,0.0411
7/24/23 3:00,7/24/2023,3:00:00,4.3629,3.1059,0.0482
7/24/23 3:30,7/24/2023,3:30:00,4.3609,3.1077,0.0482
7/24/23 4:00,7/24/2023,4:00:00,4.3638,3.1071,0.0491
7/24/23 4:30,7/24/2023,4:30:00,4.3602,3.1086,0.043
7/24/23 5:00,7/24/2023,5:00:00,4.3575,3.1089,0.0341
7/24/23 5:30,7/24/2023,5:30:00,4.3607,3.108,0.0299
7/24/23 6:00,7/24/2023,6:00:00,4.3562,3.1063,0.0258
7/24/23 6:30,7/24/2023,6:30:00,4.3537,3.1053,0.0217
7/24/23 7:00,7/24/2023,7:00:00,4.3557,3.107,0.0176
7/24/23 7:30,7/24/2023,7:30:00,4.3552,3.1063,0.0203
7/24/23 8:00,7/24/2023,8:00:00,4.3544,3.1058,0.0211
7/24/23 8:30,7/24/2023,8:30:00,4.3594,3.1055,0.0195
7/24/23 9:00,7/24/2023,9:00:00,4.3576,3.1032,0.0161
7/24/23 9:30,7/24/2023,9:30:00,4.3562,3.1093,0.0099
7/24/23 10:00,7/24/2023,10:00:00,4.358,3.107,0.0073
7/24/23 10:30,7/24/2023,10:30:00,4.3529,3.1112,0.0022
7/24/23 11:00,7/24/2023,11:00:00,4.3457,3.1077,-0.0012
7/24/23 11:30,7/24/2023,11:30:00,4.3519,3.1115,-0.0017
7/24/23 12:00,7/24/2023,12:00:00,4.3552,3.1061,0.007
7/24/23 12:30,7/24/2023,12:30:00,4.3525,3.1086,0.0047
7/24/23 13:00,7/24/2023,13:00:00,4.3539,3.1045,0.01
7/24/23 13:30,7/24/2023,13:30:00,4.352,3.1079,0.007
7/24/23 14:00,7/24/2023,14:00:00,4.3555,3.1089,0.008
7/24/23 14:30,7/24/2023,14:30:00,4.3581,3.1046,0.0112
7/24/23 15:00,7/24/2023,15:00:00,4.3601,3.1045,0.011
7/24/23 15:30,7/24/2023,15:30:00,4.3614,3.1078,0.0096
7/24/23 16:00,7/24/2023,16:00:00,4.3654,3.1055,0.0108
7/24/23 16:30,7/24/2023,16:30:00,4.3698,3.1061,0.0135
7/24/23 17:00,7/24/2023,17:00:00,4.37,3.1078,0.0101
7/24/23 17:30,7/24/2023,17:30:00,4.3708,3.1067,0.0104
7/24/23 18:00,7/24/2023,18:00:00,4.369,3.1087,0.0071
7/24/23 18:30,7/24/2023,18:30:00,4.3638,3.108,0.0029
7/24/23 19:00,7/24/2023,19:00:00,4.3623,3.106,-0.0012
7/24/23 19:30,7/24/2023,19:30:00,4.3657,3.1082,0.0045
7/24/23 20:00,7/24/2023,20:00:00,4.3746,3.1068,0.0155
7/24/23 20:30,7/24/2023,20:30:00,4.3689,3.1054,0.0126
7/24/23 21:00,7/24/2023,21:00:00,4.374,3.1067,0.0163
7/24/23 21:30,7/24/2023,21:30:00,4.3667,3.1064,0.0067
7/24/23 22:00,7/24/2023,22:00:00,4.3671,3.1071,0.0077
7/24/23 22:30,7/24/2023,22:30:00,4.3693,3.1071,0.015
7/24/23 23:00,7/24/2023,23:00:00,4.3674,3.1058,0.0073
7/24/23 23:30,7/24/2023,23:30:00,4.3687,3.1064,0.0006
7/25/23 0:00,7/25/2023,0:00:00,4.3654,3.1095,-0.0003
7/25/23 0:30,7/25/2023,0:30:00,4.36,3.1099,-0.0045
7/25/23 1:00,7/25/2023,1:00:00,4.3594,3.1109,-0.0067
7/25/23 1:30,7/25/2023,1:30:00,4.3574,3.107,-0.0189
7/25/23 2:00,7/25/2023,2:00:00,4.3594,3.1075,-0.0132
7/25/23 2:30,7/25/2023,2:30:00,4.3505,3.1082,-0.0258
7/25/23 3:00,7/25/2023,3:00:00,4.3511,3.109,-0.0283
7/25/23 3:30,7/25/2023,3:30:00,4.3556,3.106,-0.0227
7/25/23 4:00,7/25/2023,4:00:00,4.3527,3.1076,-0.0272
7/25/23 4:30,7/25/2023,4:30:00,4.351,3.1079,-0.0289
7/25/23 5:00,7/25/2023,5:00:00,4.3543,3.1072,-0.0255
7/25/23 5:30,7/25/2023,5:30:00,4.3506,3.1059,-0.0299
7/25/23 6:00,7/25/2023,6:00:00,4.35,3.1056,-0.0263
7/25/23 6:30,7/25/2023,6:30:00,4.3505,3.1059,-0.0224
7/25/23 7:00,7/25/2023,7:00:00,4.3485,3.1008,-0.0212
7/25/23 7:30,7/25/2023,7:30:00,4.3499,3.1034,-0.0205
7/25/23 8:00,7/25/2023,8:00:00,4.3467,3.1032,-0.0217
7/25/23 8:30,7/25/2023,8:30:00,4.3501,3.1051,-0.0145
7/25/23 9:00,7/25/2023,9:00:00,4.3488,3.1031,-0.0126
7/25/23 9:30,7/25/2023,9:30:00,4.3503,3.1068,-0.0088
7/25/23 10:00,7/25/2023,10:00:00,4.3457,3.1075,-0.0052
7/25/23 10:30,7/25/2023,10:30:00,4.3493,3.1023,-0.0007
7/25/23 11:00,7/25/2023,11:00:00,4.3468,3.1021,0.001
7/25/23 11:30,7/25/2023,11:30:00,4.3482,3.1048,0.0094
7/25/23 12:00,7/25/2023,12:00:00,4.3455,3.1042,0.0048
7/25/23 12:30,7/25/2023,12:30:00,4.3489,3.1038,0.0097
7/25/23 13:00,7/25/2023,13:00:00,4.3483,3.1028,0.0102
7/25/23 13:30,7/25/2023,13:30:00,4.346,3.1039,0.0094
7/25/23 14:00,7/25/2023,14:00:00,4.3452,3.1023,0.0118
7/25/23 14:30,7/25/2023,14:30:00,4.347,3.1049,0.0129
7/25/23 15:00,7/25/2023,15:00:00,4.3452,3.1008,0.0168
7/25/23 15:30,7/25/2023,15:30:00,4.3483,3.1033,0.0195
7/25/23 16:00,7/25/2023,16:00:00,4.3431,3.1019,0.02
7/25/23 16:30,7/25/2023,16:30:00,4.3472,3.1035,0.0241
7/25/23 17:00,7/25/2023,17:00:00,4.3475,3.1019,0.0255
7/25/23 17:30,7/25/2023,17:30:00,4.3491,3.1057,0.0339
7/25/23 18:00,7/25/2023,18:00:00,4.346,3.1046,0.0349
7/25/23 18:30,7/25/2023,18:30:00,4.3471,3.1025,0.0358
7/25/23 19:00,7/25/2023,19:00:00,4.3496,3.1041,0.0404
7/25/23 19:30,7/25/2023,19:30:00,4.3467,3.1072,0.0402
7/25/23 20:00,7/25/2023,20:00:00,4.3501,3.1023,0.0466
7/25/23 20:30,7/25/2023,20:30:00,4.3505,3.1039,0.0464
7/25/23 21:00,7/25/2023,21:00:00,4.3501,3.1016,0.0466
7/25/23 21:30,7/25/2023,21:30:00,4.3461,3.1046,0.0514
7/25/23 22:00,7/25/2023,22:00:00,4.3488,3.1045,0.0545
7/25/23 22:30,7/25/2023,22:30:00,4.3477,3.105,0.0522
7/25/23 23:00,7/25/2023,23:00:00,4.3472,3.1019,0.0586
7/25/23 23:30,7/25/2023,23:30:00,4.3454,3.1067,0.061
7/26/23 0:00,7/26/2023,0:00:00,4.3479,3.1086,0.0571
7/26/23 0:30,7/26/2023,0:30:00,4.3459,3.1044,0.0618
7/26/23 1:00,7/26/2023,1:00:00,4.3444,3.1083,0.0583
7/26/23 1:30,7/26/2023,1:30:00,4.3423,3.1054,0.0634
7/26/23 2:00,7/26/2023,2:00:00,4.3455,3.1035,0.0666
7/26/23 2:30,7/26/2023,2:30:00,4.343,3.1032,0.0672
7/26/23 3:00,7/26/2023,3:00:00,4.3441,3.1075,0.0665
7/26/23 3:30,7/26/2023,3:30:00,4.3478,3.1096,0.0692
7/26/23 4:00,7/26/2023,4:00:00,4.3443,3.1099,0.0709
7/26/23 4:30,7/26/2023,4:30:00,4.3453,3.107,0.0746
7/26/23 5:00,7/26/2023,5:00:00,4.3427,3.1069,0.0709
7/26/23 5:30,7/26/2023,5:30:00,4.3426,3.1042,0.0769
7/26/23 6:00,7/26/2023,6:00:00,4.343,3.1075,0.0798
7/26/23 6:30,7/26/2023,6:30:00,4.3401,3.1062,0.0779
7/26/23 7:00,7/26/2023,7:00:00,4.3407,3.1092,0.0751
7/26/23 7:30,7/26/2023,7:30:00,4.3394,3.1072,0.0796
7/26/23 8:00,7/26/2023,8:00:00,4.344,3.1033,0.0859
7/26/23 8:30,7/26/2023,8:30:00,4.3413,3.1063,0.0824
7/26/23 9:00,7/26/2023,9:00:00,4.3404,3.1028,0.0831
7/26/23 9:30,7/26/2023,9:30:00,4.3378,3.1053,0.0811
7/26/23 10:00,7/26/2023,10:00:00,4.3387,3.1022,0.0827
7/26/23 10:30,7/26/2023,10:30:00,4.3368,3.1022,0.0812
7/26/23 11:00,7/26/2023,11:00:00,4.336,3.1045,0.0796
7/26/23 11:30,7/26/2023,11:30:00,4.3357,3.1041,0.0778
7/26/23 12:00,7/26/2023,12:00:00,4.3391,3.1044,0.0792
7/26/23 12:30,7/26/2023,12:30:00,4.3358,3.1022,0.0797
7/26/23 13:00,7/26/2023,13:00:00,4.3385,3.1048,0.082
7/26/23 13:30,7/26/2023,13:30:00,4.3322,3.1049,0.0757
7/26/23 14:00,7/26/2023,14:00:00,4.3337,3.1028,0.0765
7/26/23 14:30,7/26/2023,14:30:00,4.3352,3.1026,0.0765
7/26/23 15:00,7/26/2023,15:00:00,4.335,3.1022,0.0811
7/26/23 15:30,7/26/2023,15:30:00,4.3375,3.1036,0.0852
7/26/23 16:00,7/26/2023,16:00:00,4.335,3.1026,0.0853
7/26/23 16:30,7/26/2023,16:30:00,4.334,3.1026,0.086
7/26/23 17:00,7/26/2023,17:00:00,4.3357,3.102,0.0889
7/26/23 17:30,7/26/2023,17:30:00,4.3383,3.1,0.0904
7/26/23 18:00,7/26/2023,18:00:00,4.3369,3.1016,0.0873
7/26/23 18:30,7/26/2023,18:30:00,4.3329,3.1037,0.0817
7/26/23 19:00,7/26/2023,19:00:00,4.3361,3.1025,0.084
7/26/23 19:30,7/26/2023,19:30:00,4.3387,3.1029,0.0849
7/26/23 20:00,7/26/2023,20:00:00,4.3442,3.0983,0.0902
7/26/23 20:30,7/26/2023,20:30:00,4.3464,3.1022,0.0872
7/26/23 21:00,7/26/2023,21:00:00,4.3423,3.1018,0.0856
7/26/23 21:30,7/26/2023,21:30:00,4.3471,3.1028,0.086
7/26/23 22:00,7/26/2023,22:00:00,4.344,3.1021,0.0803
7/26/23 22:30,7/26/2023,22:30:00,4.3472,3.1016,0.0824
7/26/23 23:00,7/26/2023,23:00:00,4.3484,3.0983,0.0802
7/26/23 23:30,7/26/2023,23:30:00,4.3461,3.1025,0.0749
7/27/23 0:00,7/27/2023,0:00:00,4.3433,3.1051,0.0735
7/27/23 0:30,7/27/2023,0:30:00,4.3501,3.1021,0.0767
7/27/23 1:00,7/27/2023,1:00:00,4.3436,3.1024,0.0696
7/27/23 1:30,7/27/2023,1:30:00,4.3426,3.1025,0.0729
7/27/23 2:00,7/27/2023,2:00:00,4.3471,3.1052,0.0715
7/27/23 2:30,7/27/2023,2:30:00,4.3405,3.1054,0.066
7/27/23 3:00,7/27/2023,3:00:00,4.3452,3.1039,0.0696
7/27/23 3:30,7/27/2023,3:30:00,4.3417,3.1045,0.0612
7/27/23 4:00,7/27/2023,4:00:00,4.3421,3.1038,0.0607
7/27/23 4:30,7/27/2023,4:30:00,4.3404,3.1044,0.0621
7/27/23 5:00,7/27/2023,5:00:00,4.3385,3.1054,0.058
7/27/23 5:30,7/27/2023,5:30:00,4.3436,3.1047,0.0634
7/27/23 6:00,7/27/2023,6:00:00,4.3388,3.1018,0.058
7/27/23 6:30,7/27/2023,6:30:00,4.3411,3.1005,0.0619
7/27/23 7:00,7/27/2023,7:00:00,4.3424,3.1044,0.06
7/27/23 7:30,7/27/2023,7:30:00,4.3365,3.1045,0.0547
7/27/23 8:00,7/27/2023,8:00:00,4.3395,3.103,0.0553
7/27/23 8:30,7/27/2023,8:30:00,4.3356,3.1032,0.0524
7/27/23 9:00,7/27/2023,9:00:00,4.3393,3.1028,0.0504
7/27/23 9:30,7/27/2023,9:30:00,4.338,3.1025,0.047
7/27/23 10:00,7/27/2023,10:00:00,4.3398,3.1026,0.0482
7/27/23 10:30,7/27/2023,10:30:00,4.3356,3.1034,0.0441
7/27/23 11:00,7/27/2023,11:00:00,4.3365,3.102,0.042
7/27/23 11:30,7/27/2023,11:30:00,4.3378,3.1018,0.0415
7/27/23 12:00,7/27/2023,12:00:00,4.3356,3.1029,0.0393
7/27/23 12:30,7/27/2023,12:30:00,4.3352,3.102,0.0374
7/27/23 13:00,7/27/2023,13:00:00,4.3329,3.1018,0.0348
7/27/23 13:30,7/27/2023,13:30:00,4.3341,3.0992,0.0365
7/27/23 14:00,7/27/2023,14:00:00,4.3341,3.1002,0.0381
7/27/23 14:30,7/27/2023,14:30:00,4.3317,3.1002,0.0342
7/27/23 15:00,7/27/2023,15:00:00,4.3319,3.0996,0.0298
7/27/23 15:30,7/27/2023,15:30:00,4.333,3.1032,0.0308
7/27/23 16:00,7/27/2023,16:00:00,4.3348,3.0996,0.0325
7/27/23 16:30,7/27/2023,16:30:00,4.333,3.0976,0.0314
7/27/23 17:00,7/27/2023,17:00:00,4.3307,3.0992,0.0275
7/27/23 17:30,7/27/2023,17:30:00,4.3328,3.106,0.0287
7/27/23 18:00,7/27/2023,18:00:00,4.3375,3.1027,0.0277
7/27/23 18:30,7/27/2023,18:30:00,4.3343,3.107,0.0228
7/27/23 19:00,7/27/2023,19:00:00,4.3379,3.1038,0.0206
7/27/23 19:30,7/27/2023,19:30:00,4.335,3.1054,0.0171
7/27/23 20:00,7/27/2023,20:00:00,4.3343,3.1038,0.0188
7/27/23 20:30,7/27/2023,20:30:00,4.3351,3.1032,0.0156
7/27/23 21:00,7/27/2023,21:00:00,4.3366,3.1029,0.0167
7/27/23 21:30,7/27/2023,21:30:00,4.3407,3.1025,0.016
7/27/23 22:00,7/27/2023,22:00:00,4.3366,3.1055,0.0109
7/27/23 22:30,7/27/2023,22:30:00,4.3341,3.1028,0.0045
7/27/23 23:00,7/27/2023,23:00:00,4.3325,3.1049,0.0045
7/27/23 23:30,7/27/2023,23:30:00,4.3378,3.1075,0.0056
7/28/23 0:00,7/28/2023,0:00:00,4.3385,3.1054,0.0022
7/28/23 0:30,7/28/2023,0:30:00,4.3427,3.1044,0.0052
7/28/23 1:00,7/28/2023,1:00:00,4.3359,3.1038,-0.001
7/28/23 1:30,7/28/2023,1:30:00,4.3354,3.1069,0.0019
7/28/23 2:00,7/28/2023,2:00:00,4.3394,3.1057,-0.0013
7/28/23 2:30,7/28/2023,2:30:00,4.3346,3.1059,-0.0051
7/28/23 3:00,7/28/2023,3:00:00,4.3346,3.1016,-0.003
7/28/23 3:30,7/28/2023,3:30:00,4.3357,3.1044,-0.0026
7/28/23 4:00,7/28/2023,4:00:00,4.3364,3.1082,-0.0087
7/28/23 4:30,7/28/2023,4:30:00,4.3362,3.1064,-0.0098
7/28/23 5:00,7/28/2023,5:00:00,4.338,3.1038,-0.0082
7/28/23 5:30,7/28/2023,5:30:00,4.3361,3.106,-0.0154
7/28/23 6:00,7/28/2023,6:00:00,4.3328,3.1028,-0.0171
7/28/23 6:30,7/28/2023,6:30:00,4.3344,3.1039,-0.0161
7/28/23 7:00,7/28/2023,7:00:00,4.3375,3.1044,-0.0166
7/28/23 7:30,7/28/2023,7:30:00,4.3328,3.1035,-0.0194
7/28/23 8:00,7/28/2023,8:00:00,4.3342,3.1041,-0.0195
7/28/23 8:30,7/28/2023,8:30:00,4.3288,3.1061,-0.026
7/28/23 9:00,7/28/2023,9:00:00,4.334,3.1031,-0.0167
7/28/23 9:30,7/28/2023,9:30:00,4.3352,3.1015,-0.0164
7/28/23 10:00,7/28/2023,10:00:00,4.3369,3.1026,-0.0136
7/28/23 10:30,7/28/2023,10:30:00,4.3299,3.1086,-0.0199
7/28/23 11:00,7/28/2023,11:00:00,4.332,3.1045,-0.0188
7/28/23 11:30,7/28/2023,11:30:00,4.3271,3.1031,-0.0199
7/28/23 12:00,7/28/2023,12:00:00,4.3309,3.1037,-0.0195
7/28/23 12:30,7/28/2023,12:30:00,4.3293,3.1035,-0.0203
7/28/23 13:00,7/28/2023,13:00:00,4.3314,3.1008,-0.018
7/28/23 13:30,7/28/2023,13:30:00,4.3301,3.1042,-0.0235
7/28/23 14:00,7/28/2023,14:00:00,4.3279,3.1036,-0.0268
7/28/23 14:30,7/28/2023,14:30:00,4.3246,3.101,-0.0275
7/28/23 15:00,7/28/2023,15:00:00,4.3328,3.0994,-0.0235
7/28/23 15:30,7/28/2023,15:30:00,4.3341,3.1009,-0.025
7/28/23 16:00,7/28/2023,16:00:00,4.3298,3.1035,-0.0294
7/28/23 16:30,7/28/2023,16:30:00,4.3311,3.1025,-0.027
7/28/23 17:00,7/28/2023,17:00:00,4.3371,3.1025,-0.0252
7/28/23 17:30,7/28/2023,17:30:00,4.3343,3.1019,-0.0306
7/28/23 18:00,7/28/2023,18:00:00,4.3379,3.1041,-0.0265
7/28/23 18:30,7/28/2023,18:30:00,4.3363,3.1031,-0.026
7/28/23 19:00,7/28/2023,19:00:00,4.3401,3.1027,-0.0253
7/28/23 19:30,7/28/2023,19:30:00,4.3393,3.0996,-0.0282
7/28/23 20:00,7/28/2023,20:00:00,4.3417,3.1036,-0.0304
7/28/23 20:30,7/28/2023,20:30:00,4.3394,3.1012,-0.0332
7/28/23 21:00,7/28/2023,21:00:00,4.3402,3.099,-0.0302
7/28/23 21:30,7/28/2023,21:30:00,4.3382,3.0974,-0.0338
7/28/23 22:00,7/28/2023,22:00:00,4.3397,3.1021,-0.037
7/28/23 22:30,7/28/2023,22:30:00,4.3405,3.1021,-0.0372
7/28/23 23:00,7/28/2023,23:00:00,4.3369,3.1014,-0.0418
7/28/23 23:30,7/28/2023,23:30:00,4.3356,3.1025,-0.0425
7/29/23 0:00,7/29/2023,0:00:00,4.3385,3.1023,-0.039
7/29/23 0:30,7/29/2023,0:30:00,4.3378,3.1014,-0.0409
7/29/23 1:00,7/29/2023,1:00:00,4.3387,3.1008,-0.0428
7/29/23 1:30,7/29/2023,1:30:00,4.3354,3.107,-0.0555
7/29/23 2:00,7/29/2023,2:00:00,4.3374,3.1025,-0.051
7/29/23 2:30,7/29/2023,2:30:00,4.3374,3.1057,-0.058
