Datetime,Date,Time,BL_P,LL_P,Air_P
1/28/24 4:30,1/28/2024,4:30:00,3.8746,2.8146,0.0901
1/28/24 5:00,1/28/2024,5:00:00,3.8746,2.8147,0.0916
1/28/24 5:30,1/28/2024,5:30:00,3.873,2.8162,0.0931
1/28/24 6:00,1/28/2024,6:00:00,3.8762,2.8146,0.0932
1/28/24 6:30,1/28/2024,6:30:00,3.8746,2.8132,0.09
1/28/24 7:00,1/28/2024,7:00:00,3.8746,2.8132,0.0916
1/28/24 7:30,1/28/2024,7:30:00,3.873,2.81,0.0853
1/28/24 8:00,1/28/2024,8:00:00,3.8712,2.813,0.0773
1/28/24 8:30,1/28/2024,8:30:00,3.8744,2.813,0.0742
1/28/24 9:00,1/28/2024,9:00:00,3.868,2.813,0.0694
1/28/24 9:30,1/28/2024,9:30:00,3.8695,2.813,0.0615
1/28/24 10:00,1/28/2024,10:00:00,3.8711,2.8176,0.0553
1/28/24 10:30,1/28/2024,10:30:00,3.8661,2.813,0.0487
1/28/24 11:00,1/28/2024,11:00:00,3.8707,2.8146,0.0441
1/28/24 11:30,1/28/2024,11:30:00,3.866,2.8146,0.0283
1/28/24 12:00,1/28/2024,12:00:00,3.8625,2.8144,0.0155
1/28/24 12:30,1/28/2024,12:30:00,3.8657,2.8146,0.0108
1/28/24 13:00,1/28/2024,13:00:00,3.8641,2.8146,0.0013
1/28/24 13:30,1/28/2024,13:30:00,3.8641,2.813,-0.0001
1/28/24 14:00,1/28/2024,14:00:00,3.8641,2.8177,-0.011
1/28/24 14:30,1/28/2024,14:30:00,3.8641,2.813,-0.0172
1/28/24 15:00,1/28/2024,15:00:00,3.8656,2.8144,-0.0248
1/28/24 15:30,1/28/2024,15:30:00,3.8625,2.8145,-0.0326
1/28/24 16:00,1/28/2024,16:00:00,3.8641,2.816,-0.0311
1/28/24 16:30,1/28/2024,16:30:00,3.8609,2.816,-0.0452
1/28/24 17:00,1/28/2024,17:00:00,3.8641,2.8159,-0.0467
1/28/24 17:30,1/28/2024,17:30:00,3.8593,2.8175,-0.0529
1/28/24 18:00,1/28/2024,18:00:00,3.8641,2.8159,-0.0497
1/28/24 18:30,1/28/2024,18:30:00,3.8609,2.8145,-0.0483
1/28/24 19:00,1/28/2024,19:00:00,3.8594,2.8145,-0.0451
1/28/24 19:30,1/28/2024,19:30:00,3.8578,2.8143,-0.0543
1/28/24 20:00,1/28/2024,20:00:00,3.861,2.8175,-0.0574
1/28/24 20:30,1/28/2024,20:30:00,3.8579,2.8175,-0.0636
1/28/24 21:00,1/28/2024,21:00:00,3.8594,2.8175,-0.0668
1/28/24 21:30,1/28/2024,21:30:00,3.8594,2.8159,-0.0728
1/28/24 22:00,1/28/2024,22:00:00,3.8578,2.8143,-0.0775
1/28/24 22:30,1/28/2024,22:30:00,3.8582,2.8158,-0.0802
1/28/24 23:00,1/28/2024,23:00:00,3.855,2.8189,-0.0864
1/28/24 23:30,1/28/2024,23:30:00,3.855,2.8143,-0.0894
1/29/24 0:00,1/29/2024,0:00:00,3.8535,2.8141,-0.0924
1/29/24 0:30,1/29/2024,0:30:00,3.8535,2.8189,-0.0972
1/29/24 1:00,1/29/2024,1:00:00,3.8551,2.8159,-0.1033
1/29/24 1:30,1/29/2024,1:30:00,3.8519,2.8188,-0.1126
1/29/24 2:00,1/29/2024,2:00:00,3.8519,2.8173,-0.1172
1/29/24 2:30,1/29/2024,2:30:00,3.8519,2.8189,-0.1296
1/29/24 3:00,1/29/2024,3:00:00,3.8504,2.8142,-0.1358
1/29/24 3:30,1/29/2024,3:30:00,3.8488,2.8173,-0.1436
1/29/24 4:00,1/29/2024,4:00:00,3.8488,2.8174,-0.1451
1/29/24 4:30,1/29/2024,4:30:00,3.8491,2.8174,-0.1447
1/29/24 5:00,1/29/2024,5:00:00,3.8475,2.8172,-0.1554
1/29/24 5:30,1/29/2024,5:30:00,3.8491,2.8126,-0.1556
1/29/24 6:00,1/29/2024,6:00:00,3.849,2.8141,-0.1587
1/29/24 6:30,1/29/2024,6:30:00,3.8475,2.8141,-0.1555
1/29/24 7:00,1/29/2024,7:00:00,3.8491,2.8141,-0.1554
1/29/24 7:30,1/29/2024,7:30:00,3.8491,2.8142,-0.1554
1/29/24 8:00,1/29/2024,8:00:00,3.8491,2.8158,-0.1554
1/29/24 8:30,1/29/2024,8:30:00,3.8461,2.8141,-0.1507
1/29/24 9:00,1/29/2024,9:00:00,3.8429,2.8157,-0.1523
1/29/24 9:30,1/29/2024,9:30:00,3.8477,2.8172,-0.1443
1/29/24 10:00,1/29/2024,10:00:00,3.8494,2.8172,-0.1378
1/29/24 10:30,1/29/2024,10:30:00,3.8432,2.8172,-0.1317
1/29/24 11:00,1/29/2024,11:00:00,3.8478,2.8188,-0.1207
1/29/24 11:30,1/29/2024,11:30:00,3.8464,2.8236,-0.1082
1/29/24 12:00,1/29/2024,12:00:00,3.8466,2.8283,-0.0986
1/29/24 12:30,1/29/2024,12:30:00,3.8451,2.8297,-0.0892
1/29/24 13:00,1/29/2024,13:00:00,3.8499,2.8329,-0.072
1/29/24 13:30,1/29/2024,13:30:00,3.8484,2.8407,-0.0609
1/29/24 14:00,1/29/2024,14:00:00,3.8501,2.8439,-0.0451
1/29/24 14:30,1/29/2024,14:30:00,3.8519,2.8453,-0.0232
1/29/24 15:00,1/29/2024,15:00:00,3.8506,2.853,-0.0041
1/29/24 15:30,1/29/2024,15:30:00,3.8538,2.8532,0.0116
1/29/24 16:00,1/29/2024,16:00:00,3.8523,2.8549,0.0302
1/29/24 16:30,1/29/2024,16:30:00,3.8509,2.8595,0.0506
1/29/24 17:00,1/29/2024,17:00:00,3.8541,2.8628,0.0771
1/29/24 17:30,1/29/2024,17:30:00,3.8526,2.8643,0.0973
1/29/24 18:00,1/29/2024,18:00:00,3.8557,2.8659,0.1143
1/29/24 18:30,1/29/2024,18:30:00,3.8731,2.8676,0.1376
1/29/24 19:00,1/29/2024,19:00:00,3.8745,2.8691,0.1485
1/29/24 19:30,1/29/2024,19:30:00,3.8779,2.8676,0.1704
1/29/24 20:00,1/29/2024,20:00:00,3.8796,2.8675,0.1846
1/29/24 20:30,1/29/2024,20:30:00,3.886,2.8707,0.2003
1/29/24 21:00,1/29/2024,21:00:00,3.8845,2.8737,0.2192
1/29/24 21:30,1/29/2024,21:30:00,3.8848,2.8738,0.2381
1/29/24 22:00,1/29/2024,22:00:00,3.8864,2.8755,0.2506
1/29/24 22:30,1/29/2024,22:30:00,3.8883,2.8786,0.2619
1/29/24 23:00,1/29/2024,23:00:00,3.8883,2.8771,0.2635
1/29/24 23:30,1/29/2024,23:30:00,3.8901,2.8802,0.2715
1/30/24 0:00,1/30/2024,0:00:00,3.8871,2.8787,0.2827
1/30/24 0:30,1/30/2024,0:30:00,3.8887,2.8801,0.2875
1/30/24 1:00,1/30/2024,1:00:00,3.8906,2.8832,0.2957
1/30/24 1:30,1/30/2024,1:30:00,3.8906,2.8832,0.3052
1/30/24 2:00,1/30/2024,2:00:00,3.8908,2.8818,0.3178
1/30/24 2:30,1/30/2024,2:30:00,3.8911,2.8818,0.3321
1/30/24 3:00,1/30/2024,3:00:00,3.8914,2.8832,0.345
1/30/24 3:30,1/30/2024,3:30:00,3.8946,2.8817,0.3545
1/30/24 4:00,1/30/2024,4:00:00,3.8947,2.8833,0.3593
1/30/24 4:30,1/30/2024,4:30:00,3.8947,2.8802,0.3687
1/30/24 5:00,1/30/2024,5:00:00,3.8966,2.8818,0.38
1/30/24 5:30,1/30/2024,5:30:00,3.8934,2.8834,0.38
1/30/24 6:00,1/30/2024,6:00:00,3.8936,2.8833,0.3911
1/30/24 6:30,1/30/2024,6:30:00,3.8998,2.8864,0.3989
1/30/24 7:00,1/30/2024,7:00:00,3.8968,2.8832,0.4051
1/30/24 7:30,1/30/2024,7:30:00,3.8969,2.8848,0.4052
1/30/24 8:00,1/30/2024,8:00:00,3.8952,2.8802,0.4144
1/30/24 8:30,1/30/2024,8:30:00,3.8982,2.8833,0.4159
1/30/24 9:00,1/30/2024,9:00:00,3.8998,2.8803,0.4267
1/30/24 9:30,1/30/2024,9:30:00,3.8966,2.8835,0.4296
1/30/24 10:00,1/30/2024,10:00:00,3.8966,2.8835,0.4373
1/30/24 10:30,1/30/2024,10:30:00,3.898,2.8834,0.4435
1/30/24 11:00,1/30/2024,11:00:00,3.9026,2.8819,0.4494
1/30/24 11:30,1/30/2024,11:30:00,3.904,2.8772,0.4601
1/30/24 12:00,1/30/2024,12:00:00,3.9054,2.8772,0.4614
1/30/24 12:30,1/30/2024,12:30:00,3.9053,2.879,0.4657
1/30/24 13:00,1/30/2024,13:00:00,3.9067,2.8804,0.4608
1/30/24 13:30,1/30/2024,13:30:00,3.9097,2.8805,0.4621
1/30/24 14:00,1/30/2024,14:00:00,3.9095,2.8805,0.4571
1/30/24 14:30,1/30/2024,14:30:00,3.914,2.8804,0.4537
1/30/24 15:00,1/30/2024,15:00:00,3.9121,2.8805,0.4454
1/30/24 15:30,1/30/2024,15:30:00,3.912,2.879,0.4467
1/30/24 16:00,1/30/2024,16:00:00,3.9163,2.8774,0.4322
1/30/24 16:30,1/30/2024,16:30:00,3.919,2.8774,0.416
1/30/24 17:00,1/30/2024,17:00:00,3.9202,2.8774,0.4014
1/30/24 17:30,1/30/2024,17:30:00,3.9213,2.8775,0.3804
1/30/24 18:00,1/30/2024,18:00:00,3.9209,2.8774,0.3705
1/30/24 18:30,1/30/2024,18:30:00,3.9219,2.8758,0.3558
1/30/24 19:00,1/30/2024,19:00:00,3.9203,2.8774,0.3447
1/30/24 19:30,1/30/2024,19:30:00,3.9215,2.8744,0.3377
1/30/24 20:00,1/30/2024,20:00:00,3.9244,2.8728,0.3296
1/30/24 20:30,1/30/2024,20:30:00,3.9243,2.8727,0.3248
1/30/24 21:00,1/30/2024,21:00:00,3.9255,2.8727,0.3134
1/30/24 21:30,1/30/2024,21:30:00,3.9239,2.8743,0.3055
1/30/24 22:00,1/30/2024,22:00:00,3.9236,2.8744,0.2988
1/30/24 22:30,1/30/2024,22:30:00,3.922,2.8744,0.3004
1/30/24 23:00,1/30/2024,23:00:00,3.9268,2.8713,0.3081
1/30/24 23:30,1/30/2024,23:30:00,3.9236,2.8697,0.3097
1/31/24 0:00,1/31/2024,0:00:00,3.9252,2.8713,0.3065
1/31/24 0:30,1/31/2024,0:30:00,3.9282,2.8698,0.3095
1/31/24 1:00,1/31/2024,1:00:00,3.9266,2.8682,0.3111
1/31/24 1:30,1/31/2024,1:30:00,3.9264,2.8698,0.3093
1/31/24 2:00,1/31/2024,2:00:00,3.9248,2.8698,0.3077
1/31/24 2:30,1/31/2024,2:30:00,3.9248,2.8713,0.2998
1/31/24 3:00,1/31/2024,3:00:00,3.9296,2.8666,0.2998
1/31/24 3:30,1/31/2024,3:30:00,3.9263,2.8682,0.295
1/31/24 4:00,1/31/2024,4:00:00,3.9248,2.8635,0.2997
1/31/24 4:30,1/31/2024,4:30:00,3.9245,2.8714,0.29
1/31/24 5:00,1/31/2024,5:00:00,3.9276,2.8714,0.29
1/31/24 5:30,1/31/2024,5:30:00,3.9244,2.8698,0.2884
1/31/24 6:00,1/31/2024,6:00:00,3.9276,2.8683,0.2883
1/31/24 6:30,1/31/2024,6:30:00,3.9241,2.8667,0.277
1/31/24 7:00,1/31/2024,7:00:00,3.924,2.8666,0.2692
1/31/24 7:30,1/31/2024,7:30:00,3.9241,2.8682,0.2707
1/31/24 8:00,1/31/2024,8:00:00,3.9256,2.8619,0.2628
1/31/24 8:30,1/31/2024,8:30:00,3.9253,2.8667,0.25
1/31/24 9:00,1/31/2024,9:00:00,3.9284,2.8651,0.2437
1/31/24 9:30,1/31/2024,9:30:00,3.9235,2.8635,0.2292
1/31/24 10:00,1/31/2024,10:00:00,3.9215,2.8665,0.2164
1/31/24 10:30,1/31/2024,10:30:00,3.9262,2.865,0.2085
1/31/24 11:00,1/31/2024,11:00:00,3.9227,2.8649,0.1893
1/31/24 11:30,1/31/2024,11:30:00,3.924,2.8633,0.1733
1/31/24 12:00,1/31/2024,12:00:00,3.9223,2.8633,0.1622
1/31/24 12:30,1/31/2024,12:30:00,3.9236,2.8603,0.1525
1/31/24 13:00,1/31/2024,13:00:00,3.925,2.8666,0.1398
1/31/24 13:30,1/31/2024,13:30:00,3.9233,2.8635,0.1317
1/31/24 14:00,1/31/2024,14:00:00,3.9248,2.8635,0.1269
1/31/24 14:30,1/31/2024,14:30:00,3.9247,2.8619,0.1191
1/31/24 15:00,1/31/2024,15:00:00,3.9229,2.8633,0.108
1/31/24 15:30,1/31/2024,15:30:00,3.9229,2.8619,0.0953
1/31/24 16:00,1/31/2024,16:00:00,3.9211,2.8619,0.0889
1/31/24 16:30,1/31/2024,16:30:00,3.9211,2.8619,0.0827
1/31/24 17:00,1/31/2024,17:00:00,3.921,2.8619,0.0747
1/31/24 17:30,1/31/2024,17:30:00,3.9224,2.8617,0.0669
1/31/24 18:00,1/31/2024,18:00:00,3.9224,2.8603,0.0605
1/31/24 18:30,1/31/2024,18:30:00,3.9221,2.8633,0.0493
1/31/24 19:00,1/31/2024,19:00:00,3.9206,2.8603,0.0446
1/31/24 19:30,1/31/2024,19:30:00,3.9205,2.8587,0.0414
1/31/24 20:00,1/31/2024,20:00:00,3.9205,2.8603,0.0398
1/31/24 20:30,1/31/2024,20:30:00,3.9204,2.8619,0.035
1/31/24 21:00,1/31/2024,21:00:00,3.9186,2.8603,0.0332
1/31/24 21:30,1/31/2024,21:30:00,3.9187,2.8603,0.027
1/31/24 22:00,1/31/2024,22:00:00,3.9219,2.8603,0.0238
1/31/24 22:30,1/31/2024,22:30:00,3.9155,2.8588,0.0205
1/31/24 23:00,1/31/2024,23:00:00,3.9155,2.8571,0.0221
1/31/24 23:30,1/31/2024,23:30:00,3.9183,2.8603,0.0155
2/1/24 0:00,2/1/2024,0:00:00,3.9136,2.8572,0.014
2/1/24 0:30,2/1/2024,0:30:00,3.9152,2.8588,0.0124
2/1/24 1:00,2/1/2024,1:00:00,3.9136,2.8572,0.0092
2/1/24 1:30,2/1/2024,1:30:00,3.9152,2.8571,0.0108
2/1/24 2:00,2/1/2024,2:00:00,3.912,2.8556,0.0108
2/1/24 2:30,2/1/2024,2:30:00,3.9152,2.854,0.0124
2/1/24 3:00,2/1/2024,3:00:00,3.9104,2.8571,0.0124
2/1/24 3:30,2/1/2024,3:30:00,3.912,2.8571,0.0124
2/1/24 4:00,2/1/2024,4:00:00,3.912,2.8557,0.0138
2/1/24 4:30,2/1/2024,4:30:00,3.9088,2.8557,0.0138
2/1/24 5:00,2/1/2024,5:00:00,3.9088,2.8556,0.0092
2/1/24 5:30,2/1/2024,5:30:00,3.9104,2.8555,0.0124
2/1/24 6:00,2/1/2024,6:00:00,3.9088,2.8541,0.0138
2/1/24 6:30,2/1/2024,6:30:00,3.9088,2.8526,0.0185
2/1/24 7:00,2/1/2024,7:00:00,3.9104,2.8541,0.0216
2/1/24 7:30,2/1/2024,7:30:00,3.9088,2.8526,0.0201
2/1/24 8:00,2/1/2024,8:00:00,3.9058,2.8526,0.0233
2/1/24 8:30,2/1/2024,8:30:00,3.9074,2.8541,0.0234
2/1/24 9:00,2/1/2024,9:00:00,3.9058,2.8526,0.0249
2/1/24 9:30,2/1/2024,9:30:00,3.9057,2.8509,0.0249
2/1/24 10:00,2/1/2024,10:00:00,3.9043,2.8525,0.0251
2/1/24 10:30,2/1/2024,10:30:00,3.906,2.8541,0.0283
2/1/24 11:00,2/1/2024,11:00:00,3.906,2.8526,0.0346
2/1/24 11:30,2/1/2024,11:30:00,3.9029,2.8495,0.0393
2/1/24 12:00,2/1/2024,12:00:00,3.9045,2.8495,0.044
2/1/24 12:30,2/1/2024,12:30:00,3.9045,2.8526,0.0425
2/1/24 13:00,2/1/2024,13:00:00,3.9031,2.8494,0.0459
2/1/24 13:30,2/1/2024,13:30:00,3.9015,2.851,0.0475
2/1/24 14:00,2/1/2024,14:00:00,3.9017,2.8495,0.0506
2/1/24 14:30,2/1/2024,14:30:00,3.9017,2.8495,0.0507
2/1/24 15:00,2/1/2024,15:00:00,3.9016,2.8494,0.057
2/1/24 15:30,2/1/2024,15:30:00,3.9036,2.8496,0.0605
2/1/24 16:00,2/1/2024,16:00:00,3.902,2.8525,0.0653
2/1/24 16:30,2/1/2024,16:30:00,3.9036,2.8464,0.0747
2/1/24 17:00,2/1/2024,17:00:00,3.9023,2.8495,0.0795
2/1/24 17:30,2/1/2024,17:30:00,3.9023,2.8464,0.0796
2/1/24 18:00,2/1/2024,18:00:00,3.9023,2.8433,0.0859
2/1/24 18:30,2/1/2024,18:30:00,3.899,2.848,0.0857
2/1/24 19:00,2/1/2024,19:00:00,3.8992,2.8494,0.0923
2/1/24 19:30,2/1/2024,19:30:00,3.8926,2.848,0.0919
2/1/24 20:00,2/1/2024,20:00:00,3.8942,2.8464,0.0983
2/1/24 20:30,2/1/2024,20:30:00,3.8928,2.8465,0.0984
2/1/24 21:00,2/1/2024,21:00:00,3.8976,2.8464,0.1001
2/1/24 21:30,2/1/2024,21:30:00,3.8912,2.8448,0.0999
2/1/24 22:00,2/1/2024,22:00:00,3.8912,2.8449,0.0983
2/1/24 22:30,2/1/2024,22:30:00,3.8912,2.8449,0.1014
2/1/24 23:00,2/1/2024,23:00:00,3.8928,2.8433,0.0999
2/1/24 23:30,2/1/2024,23:30:00,3.8896,2.8448,0.0983
2/2/24 0:00,2/2/2024,0:00:00,3.888,2.8433,0.0967
2/2/24 0:30,2/2/2024,0:30:00,3.8896,2.8433,0.0983
2/2/24 1:00,2/2/2024,1:00:00,3.888,2.8433,0.0998
2/2/24 1:30,2/2/2024,1:30:00,3.888,2.8417,0.103
2/2/24 2:00,2/2/2024,2:00:00,3.8896,2.8419,0.1044
2/2/24 2:30,2/2/2024,2:30:00,3.888,2.8447,0.0998
2/2/24 3:00,2/2/2024,3:00:00,3.8864,2.8417,0.0998
2/2/24 3:30,2/2/2024,3:30:00,3.8847,2.8419,0.0995
2/2/24 4:00,2/2/2024,4:00:00,3.8831,2.8433,0.0981
2/2/24 4:30,2/2/2024,4:30:00,3.8847,2.8417,0.0981
2/2/24 5:00,2/2/2024,5:00:00,3.8832,2.8433,0.1014
2/2/24 5:30,2/2/2024,5:30:00,3.8799,2.8401,0.0981
2/2/24 6:00,2/2/2024,6:00:00,3.8799,2.8433,0.0979
2/2/24 6:30,2/2/2024,6:30:00,3.8799,2.8403,0.0995
2/2/24 7:00,2/2/2024,7:00:00,3.8831,2.8417,0.0995
2/2/24 7:30,2/2/2024,7:30:00,3.8814,2.8403,0.0995
2/2/24 8:00,2/2/2024,8:00:00,3.8815,2.8403,0.0995
2/2/24 8:30,2/2/2024,8:30:00,3.8799,2.8419,0.1009
2/2/24 9:00,2/2/2024,9:00:00,3.8799,2.8418,0.1041
2/2/24 9:30,2/2/2024,9:30:00,3.8767,2.8403,0.1104
2/2/24 10:00,2/2/2024,10:00:00,3.8784,2.8403,0.1183
2/2/24 10:30,2/2/2024,10:30:00,3.8799,2.8402,0.1213
2/2/24 11:00,2/2/2024,11:00:00,3.8735,2.8403,0.1211
2/2/24 11:30,2/2/2024,11:30:00,3.8751,2.8373,0.1241
2/2/24 12:00,2/2/2024,12:00:00,3.8751,2.8387,0.1304
2/2/24 12:30,2/2/2024,12:30:00,3.8735,2.8388,0.1398
2/2/24 13:00,2/2/2024,13:00:00,3.8751,2.8387,0.143
2/2/24 13:30,2/2/2024,13:30:00,3.8703,2.8402,0.1445
2/2/24 14:00,2/2/2024,14:00:00,3.8703,2.8356,0.1475
2/2/24 14:30,2/2/2024,14:30:00,3.8687,2.8387,0.1491
2/2/24 15:00,2/2/2024,15:00:00,3.8689,2.8373,0.1537
2/2/24 15:30,2/2/2024,15:30:00,3.8689,2.8388,0.1616
2/2/24 16:00,2/2/2024,16:00:00,3.8705,2.8358,0.1646
2/2/24 16:30,2/2/2024,16:30:00,3.8657,2.8372,0.163
2/2/24 17:00,2/2/2024,17:00:00,3.8655,2.8372,0.163
2/2/24 17:30,2/2/2024,17:30:00,3.8641,2.8356,0.1709
2/2/24 18:00,2/2/2024,18:00:00,3.8657,2.8372,0.1723
2/2/24 18:30,2/2/2024,18:30:00,3.8625,2.8388,0.1707
2/2/24 19:00,2/2/2024,19:00:00,3.8623,2.8388,0.1675
2/2/24 19:30,2/2/2024,19:30:00,3.8623,2.8403,0.1691
2/2/24 20:00,2/2/2024,20:00:00,3.8606,2.8389,0.1656
2/2/24 20:30,2/2/2024,20:30:00,3.859,2.8358,0.1671
2/2/24 21:00,2/2/2024,21:00:00,3.859,2.8356,0.1719
2/2/24 21:30,2/2/2024,21:30:00,3.8606,2.8372,0.1751
2/2/24 22:00,2/2/2024,22:00:00,3.8574,2.8358,0.1797
2/2/24 22:30,2/2/2024,22:30:00,3.859,2.8356,0.1797
2/2/24 23:00,2/2/2024,23:00:00,3.8558,2.8357,0.1828
2/2/24 23:30,2/2/2024,23:30:00,3.8574,2.8342,0.1859
2/3/24 0:00,2/3/2024,0:00:00,3.8591,2.8373,0.1892
2/3/24 0:30,2/3/2024,0:30:00,3.8574,2.8373,0.1859
2/3/24 1:00,2/3/2024,1:00:00,3.8542,2.8342,0.1842
2/3/24 1:30,2/3/2024,1:30:00,3.8542,2.8312,0.1872
2/3/24 2:00,2/3/2024,2:00:00,3.851,2.8326,0.1856
2/3/24 2:30,2/3/2024,2:30:00,3.8542,2.8342,0.1888
2/3/24 3:00,2/3/2024,3:00:00,3.851,2.8358,0.1887
2/3/24 3:30,2/3/2024,3:30:00,3.8526,2.8357,0.1935
2/3/24 4:00,2/3/2024,4:00:00,3.8526,2.8341,0.1951
2/3/24 4:30,2/3/2024,4:30:00,3.8526,2.8342,0.1997
2/3/24 5:00,2/3/2024,5:00:00,3.851,2.8343,0.2012
2/3/24 5:30,2/3/2024,5:30:00,3.8478,2.8326,0.2027
2/3/24 6:00,2/3/2024,6:00:00,3.8478,2.8311,0.2074
2/3/24 6:30,2/3/2024,6:30:00,3.848,2.8328,0.212
2/3/24 7:00,2/3/2024,7:00:00,3.8478,2.8328,0.2104
2/3/24 7:30,2/3/2024,7:30:00,3.8446,2.8295,0.2058
2/3/24 8:00,2/3/2024,8:00:00,3.8478,2.8295,0.2074
2/3/24 8:30,2/3/2024,8:30:00,3.8446,2.8311,0.201
2/3/24 9:00,2/3/2024,9:00:00,3.8445,2.8311,0.2009
2/3/24 9:30,2/3/2024,9:30:00,3.8397,2.8344,0.1959
2/3/24 10:00,2/3/2024,10:00:00,3.8428,2.8296,0.1975
2/3/24 10:30,2/3/2024,10:30:00,3.8411,2.8295,0.1974
2/3/24 11:00,2/3/2024,11:00:00,3.841,2.8295,0.1971
2/3/24 11:30,2/3/2024,11:30:00,3.8393,2.8311,0.1923
2/3/24 12:00,2/3/2024,12:00:00,3.8392,2.8281,0.1951
2/3/24 12:30,2/3/2024,12:30:00,3.8374,2.8327,0.1903
2/3/24 13:00,2/3/2024,13:00:00,3.8374,2.8312,0.1917
2/3/24 13:30,2/3/2024,13:30:00,3.8341,2.8313,0.179
2/3/24 14:00,2/3/2024,14:00:00,3.8371,2.8312,0.1743
2/3/24 14:30,2/3/2024,14:30:00,3.8293,2.8281,0.1726
2/3/24 15:00,2/3/2024,15:00:00,3.8323,2.8281,0.1695
2/3/24 15:30,2/3/2024,15:30:00,3.8339,2.8265,0.1663
2/3/24 16:00,2/3/2024,16:00:00,3.8338,2.8281,0.1615
2/3/24 16:30,2/3/2024,16:30:00,3.832,2.8296,0.1582
2/3/24 17:00,2/3/2024,17:00:00,3.8304,2.828,0.155
2/3/24 17:30,2/3/2024,17:30:00,3.8304,2.828,0.155
2/3/24 18:00,2/3/2024,18:00:00,3.8288,2.8297,0.1549
2/3/24 18:30,2/3/2024,18:30:00,3.8272,2.8311,0.1533
2/3/24 19:00,2/3/2024,19:00:00,3.8272,2.8295,0.1533
2/3/24 19:30,2/3/2024,19:30:00,3.8286,2.8281,0.1514
2/3/24 20:00,2/3/2024,20:00:00,3.8286,2.8296,0.1453
2/3/24 20:30,2/3/2024,20:30:00,3.8238,2.8281,0.1373
2/3/24 21:00,2/3/2024,21:00:00,3.8254,2.8249,0.1357
2/3/24 21:30,2/3/2024,21:30:00,3.8254,2.8265,0.1357
2/3/24 22:00,2/3/2024,22:00:00,3.8189,2.8281,0.1276
2/3/24 22:30,2/3/2024,22:30:00,3.822,2.8295,0.1246
2/3/24 23:00,2/3/2024,23:00:00,3.822,2.825,0.1261
2/3/24 23:30,2/3/2024,23:30:00,3.8219,2.8249,0.126
2/4/24 0:00,2/4/2024,0:00:00,3.8203,2.8265,0.1228
2/4/24 0:30,2/4/2024,0:30:00,3.8203,2.8217,0.126
2/4/24 1:00,2/4/2024,1:00:00,3.8203,2.8265,0.1182
2/4/24 1:30,2/4/2024,1:30:00,3.8219,2.8233,0.1166
2/4/24 2:00,2/4/2024,2:00:00,3.8171,2.8265,0.1056
2/4/24 2:30,2/4/2024,2:30:00,3.8187,2.8265,0.104
2/4/24 3:00,2/4/2024,3:00:00,3.8154,2.8249,0.096
2/4/24 3:30,2/4/2024,3:30:00,3.8138,2.8249,0.0882
2/4/24 4:00,2/4/2024,4:00:00,3.8152,2.8233,0.0866
2/4/24 4:30,2/4/2024,4:30:00,3.8152,2.8249,0.0819
2/4/24 5:00,2/4/2024,5:00:00,3.8136,2.8265,0.0709
2/4/24 5:30,2/4/2024,5:30:00,3.8152,2.8233,0.0599
2/4/24 6:00,2/4/2024,6:00:00,3.8149,2.8217,0.0505
2/4/24 6:30,2/4/2024,6:30:00,3.8117,2.8232,0.041
2/4/24 7:00,2/4/2024,7:00:00,3.8117,2.8249,0.0379
2/4/24 7:30,2/4/2024,7:30:00,3.8119,2.8233,0.0396
2/4/24 8:00,2/4/2024,8:00:00,3.8119,2.8217,0.038
2/4/24 8:30,2/4/2024,8:30:00,3.8087,2.8249,0.0302
2/4/24 9:00,2/4/2024,9:00:00,3.8055,2.8248,0.0239
2/4/24 9:30,2/4/2024,9:30:00,3.8069,2.8233,0.0161
2/4/24 10:00,2/4/2024,10:00:00,3.8085,2.8249,0.0129
2/4/24 10:30,2/4/2024,10:30:00,3.8069,2.8247,0.0083
2/4/24 11:00,2/4/2024,11:00:00,3.8036,2.8233,-0.003
2/4/24 11:30,2/4/2024,11:30:00,3.8052,2.8232,-0.0061
2/4/24 12:00,2/4/2024,12:00:00,3.8051,2.8264,-0.0125
2/4/24 12:30,2/4/2024,12:30:00,3.8049,2.8233,-0.0143
2/4/24 13:00,2/4/2024,13:00:00,3.8001,2.8248,-0.019
2/4/24 13:30,2/4/2024,13:30:00,3.8019,2.8248,-0.0141
2/4/24 14:00,2/4/2024,14:00:00,3.8036,2.8232,-0.0077
2/4/24 14:30,2/4/2024,14:30:00,3.8035,2.8264,-0.0125
2/4/24 15:00,2/4/2024,15:00:00,3.8036,2.8248,-0.0093
2/4/24 15:30,2/4/2024,15:30:00,3.8036,2.8248,-0.0077
2/4/24 16:00,2/4/2024,16:00:00,3.8036,2.8216,-0.0045
2/4/24 16:30,2/4/2024,16:30:00,3.7988,2.8232,-0.0077
2/4/24 17:00,2/4/2024,17:00:00,3.7972,2.8249,-0.0078
2/4/24 17:30,2/4/2024,17:30:00,3.8004,2.8233,-0.0016
2/4/24 18:00,2/4/2024,18:00:00,3.8004,2.8247,-0.0062
2/4/24 18:30,2/4/2024,18:30:00,3.7972,2.8247,-0.0094
2/4/24 19:00,2/4/2024,19:00:00,3.7955,2.8279,-0.0065
2/4/24 19:30,2/4/2024,19:30:00,3.7954,2.8248,-0.0019
2/4/24 20:00,2/4/2024,20:00:00,3.7956,2.8233,0.0077
