Date,MtE_SWE,MtE_SWE_QC,MtE_SDep,MtE_SDep_QC,MtE_P,MtE_P_QC,MtE_T,MtE_T_QC,MtE_P_Sadj,MtE_P_Sadj_QC,MtE_SDen,MtE_SDen_QC,UTR_SWE,UTR_SWE_QC,UTR_SDep,UTR_SDep_QC,UTR_P,UTR_P_QC,UTR_T,UTR_T_QC,UTR_P_Sadj,UTR_P_Sadj_QC,UTR_SDen,UTR_SDen_QC
1/1/2023,8.3,V,24,V,1.5,V,36,V,1.5,V,34.6,V,9.5,V,44,V,1.3,V,16,V,1.3,V,21.6,V
1/2/2023,8.3,V,23,V,0.5,V,34,V,0.5,V,36.1,V,10.5,V,54,E,0.2,E,28,V,0.2,E,19.4,E
1/3/2023,8.6,V,22,E,0,V,34,V,0,V,39.1,E,10.7,V,53,E,0,E,15,V,0,E,20.2,E
1/4/2023,8.6,V,25,V,0.7,V,34,V,0.9,V,34.4,V,10.7,V,51,V,0.3,E,15,V,0.3,E,21,V
1/5/2023,9.5,V,31,E,0.1,V,31,V,0.1,V,30.6,E,11,V,54,E,0.1,E,5,V,0.1,E,20.4,E
1/6/2023,9.6,V,29,V,0.1,V,28,V,0.1,V,33.1,V,11.1,V,52,V,0,E,-17,V,0,E,21.3,V
1/7/2023,9.6,E,30,V,0.1,V,31,V,0.1,V,32,E,11.1,V,51,E,0,E,-12,V,0,E,21.8,E
1/8/2023,9.7,V,30,E,1,V,35,V,1,V,32.3,E,11.1,V,51,V,0.1,E,7,V,0.1,E,21.8,V
1/9/2023,10.3,V,31,V,0,V,36,V,0,V,33.2,V,11.2,E,51,V,0,E,-10,V,0,E,22,E
1/10/2023,10.3,E,31,V,0,V,37,V,0,V,33.2,E,11.2,V,51,E,0,E,-5,V,0,E,22,E
1/11/2023,10.3,E,30,V,0.7,V,34,V,0.7,V,34.3,E,11.2,V,,,0.4,E,6,V,0.5,E,,
1/12/2023,11,V,37,V,0.1,V,36,V,0.1,V,29.7,V,11.7,E,54,E,0,E,5,V,0,E,21.7,E
1/13/2023,11.1,V,36,V,0,V,37,V,0,V,30.8,V,11.7,E,52,E,0,E,-8,V,0,E,22.5,E
1/14/2023,11.1,E,35,V,0.3,V,36,V,0.3,V,31.7,E,11.7,E,51,V,0.1,E,-1,V,0.1,E,22.9,E
1/15/2023,11.1,V,34,V,0.9,V,35,V,0.9,V,32.6,V,11.8,E,52,E,0,E,6,V,0,E,22.7,E
1/16/2023,11.2,V,32,V,0.6,V,33,V,0.6,V,35,V,11.8,V,51,V,0.1,E,9,V,0.1,E,23.1,V
1/17/2023,11.8,V,37,V,0,V,34,V,0,V,31.9,V,11.9,V,51,V,0,E,-3,V,0,E,23.3,V
1/18/2023,11.8,V,36,V,0.2,V,33,V,0.2,V,32.8,V,11.9,E,50,V,0.1,E,-1,V,0.1,E,23.8,E
1/19/2023,12,V,36,V,0.9,V,33,V,1.2,V,33.3,V,12,V,51,E,0.2,E,9,V,0.2,E,23.5,E
1/20/2023,13.2,V,41,V,1.1,V,37,V,1.1,V,32.2,V,12.2,V,52,E,0.1,E,19,V,0.2,E,23.5,E
1/21/2023,13.2,V,38,V,0,V,36,V,0,V,34.7,V,12.4,V,56,E,0,E,20,V,0,E,22.1,E
1/22/2023,13.1,V,38,V,0.5,V,34,V,0.7,V,34.5,V,12.4,V,54,V,0.1,E,19,V,0.1,E,23,V
1/23/2023,13.8,V,42,E,1.3,V,34,V,1.3,V,32.9,E,12.5,V,52,E,0.2,E,24,V,0.2,E,24,E
1/24/2023,14.8,V,43,E,0.7,V,35,V,0.7,V,34.4,E,12.7,V,56,V,0.2,V,32,V,0.2,V,22.7,V
1/25/2023,15.2,V,43,V,2.6,V,36,V,2.6,V,35.3,V,12.9,V,54,V,0.8,E,34,V,0.8,E,23.9,V
1/26/2023,14.8,V,40,V,0.1,V,34,V,0.1,V,37,V,13.7,V,58,V,0,E,34,V,0,E,23.6,V
1/27/2023,14.8,E,40,V,0.1,V,32,V,0.1,V,37,E,13.7,V,56,V,0,E,12,V,0,E,24.5,V
1/28/2023,14.8,V,40,V,0,V,33,V,0.1,V,37,V,13.7,E,55,V,0,E,13,V,0,E,24.9,E
1/29/2023,14.9,V,39,V,0.1,V,32,V,0.1,V,38.2,V,13.7,V,54,V,0,V,26,V,0,V,25.4,V
1/30/2023,15,V,38,V,0.3,V,34,V,0.3,V,39.5,V,13.7,V,54,V,0.1,V,29,V,0.1,V,25.4,V
1/31/2023,15.3,E,41,V,0,V,34,V,0,V,37.3,E,13.8,V,53,V,0,E,22,V,0,E,26,V
2/1/2023,15.3,V,39,V,0.2,V,34,V,0.3,V,39.2,V,13.8,V,52,V,0,E,18,V,0,E,26.5,V
2/2/2023,15.6,V,43,E,0.4,V,33,V,0.4,V,36.3,E,13.8,V,52,V,0.1,V,17,V,0.1,V,26.5,V
2/3/2023,16,V,48,E,0.2,V,32,V,0.3,V,33.3,E,13.9,V,53,V,0.1,V,17,V,0.1,V,26.2,V
2/4/2023,16.3,V,50,V,0.5,V,31,V,0.5,V,32.6,V,14,V,56,V,0.2,V,15,V,0.2,V,25,V
2/5/2023,16.8,V,53,V,0.2,V,30,V,0.2,V,31.7,V,14.2,V,59,E,0.2,V,7,V,0.2,V,24.1,E
2/6/2023,16.9,V,51,V,1.4,V,31,V,1.4,V,33.1,V,14.4,V,61,E,1,V,23,V,1,V,23.6,E
2/7/2023,18.2,V,56,E,1.1,V,31,V,1.3,V,32.5,E,15.2,V,69,E,0.2,V,20,V,0.4,V,22,E
2/8/2023,19.5,V,67,E,0.3,V,27,V,0.3,V,29.1,E,15.6,V,69,V,0.1,V,14,V,0.1,V,22.6,V
2/9/2023,19.8,V,64,E,0,V,26,V,0,V,30.9,E,15.7,V,68,V,0,E,8,V,0,E,23.1,V
2/10/2023,19.8,E,64,V,0.1,V,25,V,0.1,V,30.9,E,15.7,V,66,V,0,E,2,V,0.1,E,23.8,V
2/11/2023,19.8,E,60,V,1.4,V,32,V,1.6,V,33,E,15.8,V,65,E,0.4,V,17,V,0.4,V,24.3,E
2/12/2023,21.4,V,67,E,0.5,V,32,V,0.5,V,31.9,E,16.1,V,68,E,0,V,19,V,0,V,23.7,E
2/13/2023,21.7,V,70,E,0.4,V,28,V,0.4,V,31,E,16.1,V,66,E,0,V,20,V,0.1,V,24.4,E
2/14/2023,22,V,70,E,0.4,V,27,V,0.4,V,31.4,E,16.2,V,65,V,0,E,20,V,0.1,E,24.9,V
2/15/2023,22.4,V,73,E,0.7,V,30,V,0.7,V,30.7,E,16.3,V,64,V,0,E,12,V,0,E,25.5,V
2/16/2023,22.8,V,74,E,0.1,V,27,V,0.1,V,30.8,E,16.3,V,64,V,0.2,V,12,V,0.2,V,25.5,V
2/17/2023,22.9,V,73,E,0.4,V,30,V,0.4,V,31.4,E,16.4,V,63,V,0.1,V,23,V,0.1,V,26,V
2/18/2023,23.2,V,76,V,0.4,E,30,V,0.5,E,30.5,V,16.5,V,64,V,0.1,V,20,V,0.1,V,25.8,V
2/19/2023,23.7,V,78,V,0.1,E,31,V,0.1,E,30.4,V,16.6,V,67,V,0,E,7,V,0,E,24.8,V
2/20/2023,23.8,V,76,V,0,E,29,V,0,E,31.3,V,16.6,V,65,V,0,E,13,V,0,E,25.5,V
2/21/2023,23.8,E,74,V,0,E,29,V,0,E,32.2,E,16.6,V,64,V,0,E,-1,V,0,E,25.9,V
2/22/2023,23.8,E,73,V,0,V,28,V,0,V,32.6,E,16.6,V,63,V,0,E,1,V,0,E,26.3,V
2/23/2023,23.8,E,72,V,0.4,V,28,V,0.4,V,33.1,E,16.6,V,62,V,0.2,V,24,V,0.2,V,26.8,V
2/24/2023,24.2,V,73,V,0.3,V,30,V,0.3,V,33.2,V,16.7,V,61,V,,,20,V,,,27.4,V
2/25/2023,24.5,E,75,V,0,V,25,V,0,V,32.7,E,16.8,V,60,V,0,V,21,V,0,V,28,V
2/26/2023,24.5,V,74,V,0,V,22,V,0,V,33.1,V,16.8,V,61,V,0,E,14,V,0,E,27.5,V
2/27/2023,24.5,E,73,V,0,V,19,V,0,V,33.6,E,16.8,E,60,V,0,E,7,V,0,E,28,E
2/28/2023,24.5,E,72,V,0.4,E,20,V,0.4,E,34,E,16.8,E,59,V,0,E,1,V,0,E,28.5,E
3/1/2023,24.9,V,73,V,0,E,28,V,0,E,34.1,V,16.8,V,58,V,0.2,V,16,V,0.2,V,29,V
3/2/2023,24.9,V,73,V,0,V,28,V,0,V,34.1,V,17,V,61,V,0,V,21,V,0,V,27.9,V
3/3/2023,24.9,E,72,V,0,V,27,V,0,V,34.6,E,17,V,60,V,0,E,16,V,0.2,E,28.3,V
3/4/2023,24.9,E,71,V,0,V,24,V,0,V,35.1,E,17.2,V,60,V,0,E,12,V,0,E,28.7,V
3/5/2023,24.9,E,71,V,0,V,28,V,0,V,35.1,E,17.2,V,60,V,0,E,7,V,0,E,28.7,V
3/6/2023,24.9,E,70,V,0,V,28,V,0,V,35.6,E,17.2,V,60,V,0,E,6,V,0,E,28.7,V
3/7/2023,24.9,V,69,V,0,V,38,V,0,V,36.1,V,17.2,V,59,V,0,E,14,V,0,E,29.2,V
3/8/2023,24.9,E,68,V,0,V,31,V,0,V,36.6,E,17.2,V,59,V,0,E,23,V,0.1,E,29.2,V
3/9/2023,24.9,E,67,V,0,V,35,V,0,V,37.2,E,17.3,V,59,V,0,E,33,V,0,E,29.3,V
3/10/2023,24.9,V,67,V,0,V,33,V,0,V,37.2,V,17.3,V,58,V,0,E,26,V,0.1,E,29.8,V
3/11/2023,24.9,E,66,V,0,V,33,V,0,V,37.7,E,17.4,V,59,V,0,E,19,V,0.4,E,29.5,V
3/12/2023,24.9,E,66,V,0,V,27,V,0,V,37.7,E,17.8,V,60,V,0,E,3,V,0,E,29.7,V
3/13/2023,24.9,E,66,V,0,V,25,V,0,V,37.7,E,17.8,V,60,V,0,E,15,V,1.1,E,29.7,V
3/14/2023,24.9,E,65,V,0.4,V,24,V,0.4,V,38.3,E,18.9,V,63,V,0,E,7,V,0.1,E,30,V
3/15/2023,25.2,V,73,V,0.2,V,27,V,0.2,V,34.5,V,19,V,63,V,0,E,9,V,0.1,E,30.2,V
3/16/2023,25.3,V,74,V,0.1,V,29,V,0.2,V,34.2,V,19.1,V,62,V,0.3,V,9,V,0.3,V,30.8,V
3/17/2023,25.5,V,73,V,1.9,E,31,V,2.2,E,34.9,V,19.4,V,65,V,1,V,22,V,1,V,29.8,V
3/18/2023,27.7,V,80,V,1.1,E,32,V,1.3,E,34.6,V,20.3,V,76,V,0.5,V,25,V,0.6,V,26.7,V
3/19/2023,29,V,81,E,0,E,31,V,0,E,35.8,E,20.9,E,78,V,0,E,19,V,0,E,26.8,E
3/20/2023,29,E,79,V,0,E,31,V,0,E,36.7,E,20.9,E,76,V,0,E,16,V,0,E,27.5,E
3/21/2023,29,E,78,V,0.1,E,30,V,0.1,E,37.2,E,20.9,V,75,V,0,E,23,V,0,E,27.9,V
3/22/2023,29,V,77,V,1.1,E,30,V,1.1,E,37.7,V,20.9,V,74,V,0.2,E,28,V,0.3,E,28.2,V
3/23/2023,29.9,V,86,V,0.1,E,32,V,0.1,E,34.8,V,21.2,E,76,E,0,E,25,V,0,E,27.9,E
3/24/2023,30,V,84,V,0,V,31,V,0,V,35.7,V,21.2,E,75,E,0,E,21,V,0,E,28.3,E
3/25/2023,30,E,82,V,0,V,29,V,0,V,36.6,E,21.2,E,74,V,0,E,22,V,0,E,28.6,E
3/26/2023,30,V,82,V,0,V,31,V,0,V,36.6,V,21.2,E,73,V,0,E,15,V,0,E,29,E
3/27/2023,30,E,81,V,0,V,31,V,0.1,V,37,E,21.2,E,73,V,0,E,18,V,0,E,29,E
3/28/2023,30.1,V,81,V,0,V,32,V,0.1,V,37.2,V,21.2,E,72,V,0,E,26,V,0,E,29.4,E
3/29/2023,30.2,V,80,V,0.1,V,31,V,0.2,V,37.8,V,21.2,E,72,V,0,E,22,V,0,E,29.4,E
3/30/2023,30.4,V,80,V,0.1,V,30,V,0.4,V,38,V,21.2,E,72,V,0,E,25,V,0,E,29.4,E
3/31/2023,30.8,V,80,V,0,V,32,V,0,V,38.5,V,21.2,E,72,V,0,E,25,V,0,E,29.4,E
4/1/2023,30.8,E,79,V,0,V,35,V,0,V,39,E,21.2,E,72,V,,,25,V,,,29.4,E
4/2/2023,30.8,E,79,V,0,V,33,V,0,V,39,E,21.5,E,75,V,,,16,V,,,28.7,E
4/3/2023,30.8,E,79,V,0,V,33,V,0,V,39,E,21.5,E,74,V,,,17,V,,,29.1,E
4/4/2023,30.8,E,78,V,0.1,V,32,V,0.1,V,39.5,E,21.8,V,74,V,,,28,V,,,29.5,V
4/5/2023,30.9,E,78,E,0.4,V,33,V,0.5,V,39.6,E,21.8,V,73,V,,,28,V,,,29.9,V
4/6/2023,31.4,V,83,E,0.4,V,33,V,0.6,V,37.8,E,22,V,75,V,,,27,V,,,29.3,V
4/7/2023,32,V,82,V,0,V,31,V,0,V,39,V,22,V,74,V,,,19,V,,,29.7,V
4/8/2023,32,E,80,V,0,V,33,V,0,V,40,E,22.2,V,75,V,,,20,V,,,29.6,V
4/9/2023,32,E,79,V,0.7,V,34,V,0.7,V,40.5,E,22.2,V,74,V,,,26,V,,,30,V
4/10/2023,32.6,E,81,V,0.3,V,29,V,0.3,V,40.2,E,22.3,V,75,V,,,26,V,,,29.7,V
4/11/2023,32.7,E,81,V,0.1,V,29,V,0.1,V,40.4,E,22.3,V,74,V,,,27,V,,,30.1,V
4/12/2023,32.8,V,83,V,0.5,V,31,V,0.7,V,39.5,V,22.4,V,73,V,,,29,V,,,30.7,V
4/13/2023,33.5,V,85,V,0,V,32,V,0.1,V,39.4,V,22.4,E,73,V,,,30,V,,,30.7,E
4/14/2023,33.6,V,82,V,0.8,V,32,V,1.1,V,41,V,22.4,V,72,V,,,28,V,,,31.1,V
4/15/2023,34.7,V,87,V,0,V,38,V,0,V,39.9,V,22.6,V,73,V,,,27,V,,,31,V
4/16/2023,34.7,V,84,V,0,V,38,V,0,V,41.3,V,22.6,V,72,V,,,29,V,,,31.4,V
4/17/2023,34.7,V,83,V,0,V,39,V,0,V,41.8,V,22.6,E,72,V,,,33,V,,,31.4,E
4/18/2023,34.6,V,82,V,0,V,40,V,0,V,42.2,V,22.6,E,71,V,,,33,V,,,31.8,E
4/19/2023,34.3,V,80,V,0,V,41,V,0,V,42.9,V,22.6,V,70,V,,,26,V,,,32.3,V
4/20/2023,34.1,V,79,V,0,V,44,V,0,V,43.2,V,22.6,V,70,V,,,29,V,,,32.3,V
4/21/2023,33.9,V,77,V,0,V,46,V,0,V,44,V,22.6,V,69,V,,,31,V,,,32.8,V
4/22/2023,33.6,V,76,V,0,V,41,V,0,V,44.2,V,22.6,E,68,V,,,33,V,,,33.2,E
4/23/2023,33.3,V,75,V,0.1,V,39,V,0.1,V,44.4,V,22.6,E,70,V,,,30,V,,,32.3,E
4/24/2023,33.1,V,75,V,0,V,37,V,0,V,44.1,V,22.6,V,68,V,,,28,V,,,33.2,V
4/25/2023,32.6,V,73,V,0.1,V,34,V,0.1,V,44.7,V,22.6,E,67,V,,,32,V,,,33.7,E
4/26/2023,32.6,V,74,V,0.3,V,34,V,0.4,V,44.1,V,22.7,V,66,V,,,33,V,,,34.4,V
4/27/2023,33,V,75,V,0.4,V,36,V,0.4,V,44,V,22.9,V,66,V,,,35,V,,,34.7,V
4/28/2023,33,V,73,V,0.6,V,34,V,0.6,V,45.2,V,22.9,V,65,V,0.1,E,35,V,0.1,E,35.2,V
4/29/2023,33.6,V,76,V,1.9,V,36,V,1.9,V,44.2,V,22.6,V,64,V,0.2,E,33,V,0.2,E,35.3,V
4/30/2023,34,V,75,V,0.2,V,36,V,0.2,V,45.3,V,22.6,E,65,V,0.1,E,36,V,0.1,E,34.8,E
5/1/2023,32.8,V,73,E,0.4,V,34,V,0.4,V,44.9,E,22.6,V,63,V,0,E,36,V,0,E,35.9,V
5/2/2023,32.9,V,72,V,0.1,V,34,V,0.1,V,45.7,V,22.6,V,61,V,0,E,34,V,0,E,37,V
5/3/2023,32.8,V,73,V,0.4,V,33,V,0.4,V,44.9,V,22.5,E,61,V,0,E,34,V,0,E,36.9,E
5/4/2023,33.2,V,73,V,0.1,V,34,V,0.2,V,45.5,V,22.5,V,60,V,0,E,34,V,0,E,37.5,V
5/5/2023,33.4,V,74,V,0,V,38,V,0,V,45.1,V,22.5,V,58,V,0,E,33,V,0,E,38.8,V
5/6/2023,33.1,V,73,V,0,V,39,V,0,V,45.3,V,22.4,V,59,V,0,E,37,V,0,E,38,V
5/7/2023,32.8,V,72,V,0.1,V,37,V,0.1,V,45.6,V,22.3,V,58,V,0,E,35,V,0,E,38.4,V
5/8/2023,32.6,V,71,V,0.4,V,35,V,0.4,V,45.9,V,22.2,V,57,V,0,E,36,V,0,E,38.9,V
5/9/2023,32.8,V,72,E,0.5,V,36,V,0.5,V,45.6,E,22.2,V,55,V,0,E,37,V,0,E,40.4,V
5/10/2023,32.7,V,71,V,0.4,V,41,V,0.4,V,46.1,V,22,V,54,V,0,E,41,V,0,E,40.7,V
5/11/2023,31,V,66,V,0.8,V,40,V,0.8,V,47,V,21.7,V,53,V,0,E,41,V,0,E,40.9,V
5/12/2023,29.4,V,64,V,0.4,V,42,V,0.4,V,45.9,V,21.2,V,51,V,0,E,42,V,0,E,41.6,V
5/13/2023,28.1,V,61,V,0.4,V,41,V,0.4,V,46.1,V,20.8,V,50,V,0,E,42,V,0,E,41.6,V
5/14/2023,27,V,59,V,0.6,V,41,V,0.6,V,45.8,V,20.1,V,48,V,0,E,40,V,0,E,41.9,V
5/15/2023,26.1,V,57,V,0,V,43,V,0,V,45.8,V,19.6,V,47,V,0,E,43,V,0,E,41.7,V
5/16/2023,24.9,V,55,V,0.1,V,45,V,0.1,V,45.3,V,18.9,V,45,V,0.1,E,41,V,0.1,E,42,V
5/17/2023,24.3,V,54,V,0,E,43,V,0,E,45,V,18.4,V,44,V,0,E,43,V,0,E,41.8,V
5/18/2023,22.8,V,51,V,0,E,57,V,0,E,44.7,V,17.4,V,42,V,0,E,44,V,0,E,41.4,V
5/19/2023,21.5,V,48,V,0.5,V,51,V,0.5,V,44.8,V,16.7,V,40,V,0,E,42,V,0,E,41.8,V
5/20/2023,19.7,V,43,V,0.7,V,42,V,0.7,V,45.8,V,16.1,V,39,V,0,E,43,V,0,E,41.3,V
5/21/2023,18.4,V,42,V,0.1,V,40,V,0.1,V,43.8,V,15.1,V,37,V,0,E,41,V,0,E,40.8,V
5/22/2023,17.7,V,40,V,0,E,41,V,0,E,44.2,V,14,V,35,V,0,E,41,V,0,E,40,V
5/23/2023,17.3,V,40,V,0.2,E,41,V,0.2,E,43.2,V,13.2,V,33,V,0,E,42,V,0,E,40,V
5/24/2023,16.4,V,37,V,0.5,V,42,V,0.5,V,44.3,V,12.3,V,32,V,0.1,E,42,V,0.1,E,38.4,V
5/25/2023,15.2,V,34,V,1.2,V,45,V,1.2,V,44.7,V,11.5,V,30,V,0.2,E,42,V,0.2,E,38.3,V
5/26/2023,13.2,V,30,V,0.6,V,38,V,0.6,V,44,V,10.9,V,29,V,0,E,44,V,0,E,37.6,V
5/27/2023,11.9,V,28,V,0.7,V,40,V,0.7,V,42.5,V,10,V,27,V,0,E,41,V,0,E,37,V
5/28/2023,10.7,V,24,V,0.2,V,41,V,0.2,V,44.6,V,9.5,V,26,V,0,E,44,V,0,E,36.5,V
5/29/2023,9.5,V,22,V,0.3,V,38,V,0.3,V,43.2,V,8.4,V,24,V,0,E,41,V,0,E,35,V
5/30/2023,8.9,V,20,V,0,V,39,V,0,V,44.5,V,7.6,V,22,V,0,E,39,V,0,E,34.5,V
5/31/2023,8.6,V,20,V,0,V,40,V,0,V,43,V,6.6,V,21,V,0,E,40,V,0,E,31.4,V
6/1/2023,8.3,V,18,V,0,V,42,V,0,V,46.1,V,5.4,V,19,V,0,E,41,V,0,E,28.4,V
6/2/2023,7.8,V,17,V,0,E,45,V,0,E,45.9,V,4.1,V,17,V,0,E,44,V,0,E,24.1,V
6/3/2023,7.2,V,16,V,0,E,46,V,0,E,45,V,3.2,V,14,V,0,E,46,V,0,E,22.9,V
6/4/2023,6.2,V,13,V,0,E,47,V,0,E,47.7,V,1.9,V,11,V,0,E,49,V,0,E,17.3,V
6/5/2023,4.9,V,9,V,0.4,E,48,V,0.4,E,54.4,V,0.7,V,6,V,0,E,50,V,0,E,,
6/6/2023,3,V,5,V,0,V,46,V,0,V,60,V,0,E,0,V,0,E,49,V,0,E,,
6/7/2023,1.9,V,4,V,0.8,V,46,V,0.8,V,47.5,V,0,E,0,V,0.1,E,49,V,0.1,E,,
6/8/2023,1,V,2,V,1.3,V,47,V,1.3,V,50,V,0,E,0,V,0.1,E,50,V,0.1,E,,
6/9/2023,0.4,V,1,V,0.6,V,44,V,0.6,V,,,0,E,0,V,0,E,49,V,0,E,,
6/10/2023,0,E,0,E,1,V,43,V,1,V,,,0,E,0,V,0.1,E,47,V,0.1,E,,
6/11/2023,0,E,0,E,1.3,V,42,V,1.3,V,,,0,E,0,V,0,E,47,V,0,E,,
6/12/2023,0,E,0,E,1,V,40,V,1,V,,,0,E,0,V,0.2,E,42,V,0.2,E,,
6/13/2023,0,E,0,E,0.1,V,43,V,0.1,V,,,0,E,0,V,0.1,E,44,V,0.1,E,,
6/14/2023,0,E,0,E,0.1,V,42,V,0.1,V,,,0,E,0,V,0,E,45,V,0,E,,
6/15/2023,0,E,0,E,0.2,V,42,V,0.2,V,,,0,E,0,V,0,E,45,V,0,E,,
6/16/2023,0,E,0,E,0.1,V,46,V,0.1,V,,,0,E,0,V,0.1,E,49,V,0.1,E,,
6/17/2023,0,E,0,E,0,V,48,V,0,V,,,0,E,0,V,0,E,50,V,0,E,,
6/18/2023,0,E,0,E,0,E,58,V,0,E,,,0,E,0,V,0,E,59,V,0,E,,
6/19/2023,0,E,0,E,0,E,62,V,0,E,,,0,E,0,V,0,E,59,V,0,E,,
6/20/2023,0,E,0,E,0.3,E,54,V,0.3,E,,,0,E,0,V,0,E,56,V,0,E,,
6/21/2023,0,E,0,E,0.5,V,51,V,0.5,V,,,0,E,0,V,0.1,E,54,V,0.1,E,,
6/22/2023,0,E,0,E,1,V,51,V,1,V,,,0,E,0,V,0.2,E,53,V,0.2,E,,
6/23/2023,0,E,0,E,0,V,53,V,0,V,,,0,E,0,V,0,E,57,V,0,E,,
6/24/2023,0,E,0,E,1.2,V,52,V,1.2,V,,,0,E,0,V,0,E,56,V,0,E,,
6/25/2023,0,E,0,E,1.3,V,48,V,1.3,V,,,0,E,0,V,0.1,E,53,V,0.1,E,,
6/26/2023,0,E,0,E,0.5,V,48,V,0.5,V,,,0,E,0,V,0,E,51,V,0,E,,
6/27/2023,0,E,0,E,0.2,V,49,V,0.2,V,,,0,E,0,E,0,E,52,V,0,E,,
6/28/2023,0,E,0,E,2.3,V,50,V,2.3,V,,,0,E,0,E,0.2,E,54,V,0.2,E,,
6/29/2023,0,E,0,E,1.2,V,48,V,1.2,V,,,0,E,0,E,0,E,53,V,0,E,,
6/30/2023,0,E,0,E,0.1,V,48,V,0.1,V,,,0,E,0,E,0,E,50,V,0,E,,
7/1/2023,0,E,0,E,0.1,V,48,V,0.1,V,,,0,E,0,E,0,E,51,V,0,E,,
7/2/2023,0,E,0,E,0,V,49,V,0,V,,,0,E,0,E,0,E,54,V,0,E,,
7/3/2023,0,E,0,E,1.4,V,48,V,1.4,V,,,0,E,0,E,0.1,E,53,V,0.1,E,,
7/4/2023,0,E,0,E,0.1,V,47,V,0.1,V,,,0,E,0,E,0,E,50,V,0,E,,
7/5/2023,0,E,0,E,0,V,50,V,0,V,,,0,E,0,E,0,E,54,V,0,E,,
7/6/2023,0,E,0,E,0,V,54,V,0,V,,,0,E,0,V,0.1,E,58,V,0.1,E,,
7/7/2023,0,E,0,E,0.1,V,51,V,0.1,V,,,0,E,0,V,0,E,59,V,0,E,,
7/8/2023,0,E,0,E,0,V,48,V,0,V,,,0,E,0,V,0,E,52,V,0,E,,
7/9/2023,0,E,0,E,0,V,48,V,0,V,,,0,E,0,V,0,E,54,V,0,E,,
7/10/2023,0,E,0,E,0,V,47,V,0,V,,,0,E,0,V,0,E,52,V,0,E,,
7/11/2023,0,E,0,E,0.2,V,49,V,0.2,V,,,0,E,0,V,0,E,54,V,0,E,,
7/12/2023,0,E,0,E,0,V,50,V,0,V,,,0,E,0,V,0,E,53,V,0,E,,
7/13/2023,0,E,0,E,0.1,V,50,V,0.1,V,,,0,E,0,V,0,E,54,V,0,E,,
7/14/2023,0,E,0,E,0,E,52,V,0,E,,,0,E,0,V,0,E,56,V,0,E,,
7/15/2023,0,E,0,E,0,E,52,V,0,E,,,0,E,0,V,0,E,53,V,0,E,,
7/16/2023,0,E,0,E,1.3,V,51,V,1.3,V,,,0,E,0,V,0.2,E,53,V,0.2,E,,
7/17/2023,0,E,0,E,0.8,V,52,V,0.8,V,,,0,E,0,V,0,E,55,V,0,E,,
7/18/2023,0,E,0,E,0,V,56,V,0,V,,,0,E,0,V,0.2,E,55,V,0.2,E,,
7/19/2023,0,E,0,E,0.7,V,53,V,0.7,V,,,0,E,0,V,1.1,E,55,V,1.1,E,,
7/20/2023,0,E,0,E,0,V,54,V,0,V,,,0,E,0,V,0,E,59,V,0,E,,
7/21/2023,0,E,0,E,0,V,61,V,0,V,,,0,E,0,V,0,E,60,V,0,E,,
7/22/2023,0,E,0,E,0,V,59,V,0,V,,,0,E,0,E,0,E,63,V,0,E,,
7/23/2023,0,E,0,E,0,V,57,V,0,V,,,0,E,0,E,0,E,60,V,0,E,,
7/24/2023,0,E,0,E,0.1,V,54,V,0.1,V,,,0,E,0,E,0,E,58,V,0,E,,
7/25/2023,0,E,0,E,0,V,53,V,0,V,,,0,E,0,E,0,E,59,V,0,E,,
7/26/2023,0,E,0,E,0,V,54,V,0,V,,,0,E,0,E,0,E,58,V,0,E,,
7/27/2023,0,E,0,E,0,V,54,V,0,V,,,0,E,0,E,0,E,58,V,0,E,,
7/28/2023,0,E,0,E,0.2,V,53,V,0.2,V,,,0,E,0,E,0,E,57,V,0,E,,
7/29/2023,0,E,0,E,0,V,54,V,0,V,,,0,E,0,E,0,E,58,V,0,E,,
7/30/2023,0,E,0,E,0,V,57,V,0,V,,,0,E,0,V,0,E,59,V,0,E,,
7/31/2023,0,E,0,E,0.1,V,55,V,0.1,V,,,0,E,0,E,0,E,60,V,0,E,,
8/1/2023,0,E,0,E,0.2,V,55,V,0.2,V,,,0,E,0,E,0,E,62,V,0,E,,
8/2/2023,0,E,0,E,0.1,V,54,V,0.1,V,,,0,E,0,E,0,E,60,V,0,E,,
8/3/2023,0,E,0,E,0,V,55,V,0,V,,,0,E,0,E,0,E,60,V,0,E,,
8/4/2023,0,E,0,E,0.1,V,54,V,0.1,V,,,0,E,0,E,0,E,58,V,0,E,,
8/5/2023,0,E,0,E,0,V,59,V,0,V,,,0,E,0,E,0.1,E,59,V,0.1,E,,
8/6/2023,0,E,0,E,2.4,V,56,V,2.4,V,,,0,E,0,E,0.2,E,57,V,0.2,E,,
8/7/2023,0,E,0,E,0,V,55,V,0,V,,,0,E,0,E,0,E,57,V,0,E,,
8/8/2023,0,E,0,E,0.2,V,55,V,0.2,V,,,0,E,0,E,0,E,57,V,0,E,,
8/9/2023,0,E,0,E,0.3,V,52,V,0.3,V,,,0,E,0,E,0.1,E,54,V,0.1,E,,
8/10/2023,0,E,0,E,0.6,V,53,V,0.6,V,,,0,E,0,E,0.1,E,52,V,0.1,E,,
8/11/2023,0,E,0,E,0.3,V,53,V,0.3,V,,,0,E,0,E,0.1,E,54,V,0.1,E,,
